"country","year","age","gender","value"
"COD",2008,6,"Both",1923374.5
"COD",2008,7,"Both",1850278
"COD",2008,8,"Both",1781707.5
"COD",2008,9,"Both",1715585.5
"COD",2008,10,"Both",1671416.5
"COD",2008,11,"Both",1652787.5
"COD",2008,12,"Both",1625240
"COD",2008,13,"Both",1542222.5
"COD",2008,14,"Both",1449384.5
"COD",2008,15,"Both",1396710
"COD",2008,16,"Both",1353108.5
"COD",2008,17,"Both",1303464
"COD",2008,18,"Both",1255744
"COD",2008,19,"Both",1214211.5
"COD",2008,20,"Both",1173383.5
"COD",2008,21,"Both",1129514
"COD",2008,22,"Both",1081495
"COD",2008,23,"Both",1030870
"COD",2008,24,"Both",980903.5
"COD",2008,25,"Both",935254
"COD",2008,26,"Both",893668.5
"COD",2008,27,"Both",855509.5
"COD",2008,28,"Both",816105.5
"COD",2008,29,"Both",774083.5
"COD",2008,30,"Both",740026.5
"COD",2008,31,"Both",717232
"COD",2008,32,"Both",697514
"COD",2008,33,"Both",678886
"COD",2008,34,"Both",661422
"COD",2008,35,"Both",645140
"COD",2008,36,"Both",628883.5
"COD",2008,37,"Both",610995
"COD",2008,38,"Both",592101
"COD",2008,39,"Both",573155.5
"COD",2008,40,"Both",553418
"COD",2008,41,"Both",533107.5
"COD",2008,42,"Both",512713
"COD",2008,43,"Both",492378.5
"COD",2008,44,"Both",472610
"COD",2008,45,"Both",453807
"COD",2008,46,"Both",435517.5
"COD",2008,47,"Both",417874.5
"COD",2008,48,"Both",401559
"COD",2008,49,"Both",386190
"COD",2008,50,"Both",370661
"COD",2008,51,"Both",354963
"COD",2008,52,"Both",339955.5
"COD",2008,53,"Both",325855.5
"COD",2008,54,"Both",312318
"COD",2008,55,"Both",298491.5
"COD",2008,56,"Both",284841.5
"COD",2008,57,"Both",271972.5
"COD",2008,58,"Both",261203
"COD",2008,59,"Both",253948.5
"COD",2008,60,"Both",249071.5
"COD",2008,61,"Both",241815.5
"COD",2008,62,"Both",230625
"COD",2008,63,"Both",218231
"COD",2008,64,"Both",205339.5
"COD",2008,65,"Both",192409.5
"COD",2008,66,"Both",179738.5
"COD",2008,67,"Both",167520
"COD",2008,68,"Both",155785.5
"COD",2008,69,"Both",144510
"COD",2008,70,"Both",133281
"COD",2008,71,"Both",121864
"COD",2008,72,"Both",110656
"COD",2008,73,"Both",99978
"COD",2008,74,"Both",89887
"COD",2008,75,"Both",80296
"COD",2008,76,"Both",71173
"COD",2008,77,"Both",62536.5
"COD",2008,78,"Both",54448
"COD",2008,79,"Both",46967.5
"COD",2008,80,"Both",40051.5
"COD",2008,81,"Both",33706.5
"COD",2008,82,"Both",27973
"COD",2008,83,"Both",22891
"COD",2008,84,"Both",18459
"COD",2008,85,"Both",14665
"COD",2008,86,"Both",11481.5
"COD",2008,87,"Both",8828
"COD",2008,88,"Both",6645
"COD",2008,89,"Both",4886.5
"COD",2008,90,"Both",3499
"COD",2008,91,"Both",2435.5
"COD",2008,92,"Both",1647.5
"COD",2008,93,"Both",1082
"COD",2008,94,"Both",689.5
"COD",2008,95,"Both",425.5
"COD",2008,96,"Both",254.5
"COD",2008,97,"Both",145
"COD",2008,98,"Both",80
"COD",2008,99,"Both",40.5
"COD",2008,100,"Both",38
"COD",2009,0,"Both",2660425
"COD",2009,1,"Both",2491208.5
"COD",2009,2,"Both",2368991.5
"COD",2009,3,"Both",2253909
"COD",2009,4,"Both",2149064
"COD",2009,5,"Both",2064774
"COD",2009,6,"Both",1988856.5
"COD",2009,7,"Both",1912373.5
"COD",2009,8,"Both",1841409
"COD",2009,9,"Both",1774440.5
"COD",2009,10,"Both",1709487
"COD",2009,11,"Both",1666058.5
"COD",2009,12,"Both",1647803
"COD",2009,13,"Both",1620404
"COD",2009,14,"Both",1537474.5
"COD",2009,15,"Both",1444580
"COD",2009,16,"Both",1391611
"COD",2009,17,"Both",1347624.5
"COD",2009,18,"Both",1297608
"COD",2009,19,"Both",1249549
"COD",2009,20,"Both",1207728
"COD",2009,21,"Both",1166706
"COD",2009,22,"Both",1122768
"COD",2009,23,"Both",1074800.5
"COD",2009,24,"Both",1024325
"COD",2009,25,"Both",974558
"COD",2009,26,"Both",929118
"COD",2009,27,"Both",887733.5
"COD",2009,28,"Both",849760.5
"COD",2009,29,"Both",810549
"COD",2009,30,"Both",768735
"COD",2009,31,"Both",734843
"COD",2009,32,"Both",712153.5
"COD",2009,33,"Both",692525
"COD",2009,34,"Both",673983
"COD",2009,35,"Both",656591.5
"COD",2009,36,"Both",640364
"COD",2009,37,"Both",624141
"COD",2009,38,"Both",606276
"COD",2009,39,"Both",587397
"COD",2009,40,"Both",568458.5
"COD",2009,41,"Both",548740
"COD",2009,42,"Both",528471
"COD",2009,43,"Both",508142
"COD",2009,44,"Both",487895
"COD",2009,45,"Both",468215.5
"COD",2009,46,"Both",449486
"COD",2009,47,"Both",431241.5
"COD",2009,48,"Both",413606
"COD",2009,49,"Both",397253
"COD",2009,50,"Both",381810.5
"COD",2009,51,"Both",366201
"COD",2009,52,"Both",350435
"COD",2009,53,"Both",335372
"COD",2009,54,"Both",321232.5
"COD",2009,55,"Both",307666.5
"COD",2009,56,"Both",293820
"COD",2009,57,"Both",280135
"COD",2009,58,"Both",267196
"COD",2009,59,"Both",256288.5
"COD",2009,60,"Both",248773.5
"COD",2009,61,"Both",243567
"COD",2009,62,"Both",236010
"COD",2009,63,"Both",224609.5
"COD",2009,64,"Both",212053
"COD",2009,65,"Both",199037.5
"COD",2009,66,"Both",186005.5
"COD",2009,67,"Both",173243
"COD",2009,68,"Both",160926
"COD",2009,69,"Both",149090
"COD",2009,70,"Both",137712.5
"COD",2009,71,"Both",126417
"COD",2009,72,"Both",114997
"COD",2009,73,"Both",103846
"COD",2009,74,"Both",93271.5
"COD",2009,75,"Both",83323.5
"COD",2009,76,"Both",73914
"COD",2009,77,"Both",65008.5
"COD",2009,78,"Both",56624
"COD",2009,79,"Both",48821.5
"COD",2009,80,"Both",41662.5
"COD",2009,81,"Both",35114
"COD",2009,82,"Both",29187
"COD",2009,83,"Both",23910
"COD",2009,84,"Both",19302.5
"COD",2009,85,"Both",15340.5
"COD",2009,86,"Both",11995
"COD",2009,87,"Both",9224
"COD",2009,88,"Both",6949
"COD",2009,89,"Both",5112.5
"COD",2009,90,"Both",3663.5
"COD",2009,91,"Both",2552.5
"COD",2009,92,"Both",1726
"COD",2009,93,"Both",1133.5
"COD",2009,94,"Both",722.5
"COD",2009,95,"Both",444.5
"COD",2009,96,"Both",263.5
"COD",2009,97,"Both",148.5
"COD",2009,98,"Both",80
"COD",2009,99,"Both",39.5
"COD",2009,100,"Both",38.5
"COD",2010,0,"Both",2753908
"COD",2010,1,"Both",2586280.5
"COD",2010,2,"Both",2456453.5
"COD",2010,3,"Both",2341587
"COD",2010,4,"Both",2232287
"COD",2010,5,"Both",2131964.5
"COD",2010,6,"Both",2051134
"COD",2010,7,"Both",1977916.5
"COD",2010,8,"Both",1903548.5
"COD",2010,9,"Both",1834174
"COD",2010,10,"Both",1768365
"COD",2010,11,"Both",1704212.5
"COD",2010,12,"Both",1661230
"COD",2010,13,"Both",1643106
"COD",2010,14,"Both",1615655.5
"COD",2010,15,"Both",1532665
"COD",2010,16,"Both",1439634.5
"COD",2010,17,"Both",1386354.5
"COD",2010,18,"Both",1342016
"COD",2010,19,"Both",1291707.5
"COD",2010,20,"Both",1243419
"COD",2010,21,"Both",1201433
"COD",2010,22,"Both",1160340.5
"COD",2010,23,"Both",1116438
"COD",2010,24,"Both",1068600
"COD",2010,25,"Both",1018314.5
"COD",2010,26,"Both",968759
"COD",2010,27,"Both",923518
"COD",2010,28,"Both",882310.5
"COD",2010,29,"Both",844494
"COD",2010,30,"Both",805445
"COD",2010,31,"Both",763812
"COD",2010,32,"Both",730063
"COD",2010,33,"Both",707457
"COD",2010,34,"Both",687897.5
"COD",2010,35,"Both",669413.5
"COD",2010,36,"Both",652062.5
"COD",2010,37,"Both",635847.5
"COD",2010,38,"Both",619617.5
"COD",2010,39,"Both",601739.5
"COD",2010,40,"Both",582847
"COD",2010,41,"Both",563902.5
"COD",2010,42,"Both",544202
"COD",2010,43,"Both",523980.5
"COD",2010,44,"Both",503721.5
"COD",2010,45,"Both",483553.5
"COD",2010,46,"Both",463941
"COD",2010,47,"Both",445245.5
"COD",2010,48,"Both",426999.5
"COD",2010,49,"Both",409324
"COD",2010,50,"Both",392892.5
"COD",2010,51,"Both",377354.5
"COD",2010,52,"Both",361661
"COD",2010,53,"Both",345835.5
"COD",2010,54,"Both",330734
"COD",2010,55,"Both",316564.5
"COD",2010,56,"Both",302965.5
"COD",2010,57,"Both",289077
"COD",2010,58,"Both",275324
"COD",2010,59,"Both",262273
"COD",2010,60,"Both",251099
"COD",2010,61,"Both",243315.5
"COD",2010,62,"Both",237762.5
"COD",2010,63,"Both",229902.5
"COD",2010,64,"Both",218302
"COD",2010,65,"Both",205598.5
"COD",2010,66,"Both",192469
"COD",2010,67,"Both",179340.5
"COD",2010,68,"Both",166484
"COD",2010,69,"Both",154072
"COD",2010,70,"Both",142141.5
"COD",2010,71,"Both",130685
"COD",2010,72,"Both",119357
"COD",2010,73,"Both",107980.5
"COD",2010,74,"Both",96936
"COD",2010,75,"Both",86513
"COD",2010,76,"Both",76749
"COD",2010,77,"Both",67559
"COD",2010,78,"Both",58908
"COD",2010,79,"Both",50818
"COD",2010,80,"Both",43351
"COD",2010,81,"Both",36565.5
"COD",2010,82,"Both",30436
"COD",2010,83,"Both",24968
"COD",2010,84,"Both",20171
"COD",2010,85,"Both",16044
"COD",2010,86,"Both",12547.5
"COD",2010,87,"Both",9640
"COD",2010,88,"Both",7267.5
"COD",2010,89,"Both",5357
"COD",2010,90,"Both",3846.5
"COD",2010,91,"Both",2685.5
"COD",2010,92,"Both",1818
"COD",2010,93,"Both",1193
"COD",2010,94,"Both",758
"COD",2010,95,"Both",464
"COD",2010,96,"Both",271.5
"COD",2010,97,"Both",149.5
"COD",2010,98,"Both",77
"COD",2010,99,"Both",38
"COD",2010,100,"Both",36
"COD",2011,0,"Both",2853999
"COD",2011,1,"Both",2681967
"COD",2011,2,"Both",2552487.5
"COD",2011,3,"Both",2429776
"COD",2011,4,"Both",2320455.5
"COD",2011,5,"Both",2215554.5
"COD",2011,6,"Both",2118685
"COD",2011,7,"Both",2040489.5
"COD",2011,8,"Both",1969305.5
"COD",2011,9,"Both",1896497
"COD",2011,10,"Both",1828261
"COD",2011,11,"Both",1763247
"COD",2011,12,"Both",1699621
"COD",2011,13,"Both",1656903.5
"COD",2011,14,"Both",1638822.5
"COD",2011,15,"Both",1611316.5
"COD",2011,16,"Both",1528351.5
"COD",2011,17,"Both",1435348.5
"COD",2011,18,"Both",1381965
"COD",2011,19,"Both",1337509.5
"COD",2011,20,"Both",1287147.5
"COD",2011,21,"Both",1238846.5
"COD",2011,22,"Both",1196874
"COD",2011,23,"Both",1155836.5
"COD",2011,24,"Both",1112037.5
"COD",2011,25,"Both",1064337.5
"COD",2011,26,"Both",1014205.5
"COD",2011,27,"Both",964793
"COD",2011,28,"Both",919660
"COD",2011,29,"Both",878529.5
"COD",2011,30,"Both",840767
"COD",2011,31,"Both",801782
"COD",2011,32,"Both",760236.5
"COD",2011,33,"Both",726540.5
"COD",2011,34,"Both",703931.5
"COD",2011,35,"Both",684353
"COD",2011,36,"Both",665835.5
"COD",2011,37,"Both",648430
"COD",2011,38,"Both",632137.5
"COD",2011,39,"Both",615816
"COD",2011,40,"Both",597854.5
"COD",2011,41,"Both",578895.5
"COD",2011,42,"Both",559907.5
"COD",2011,43,"Both",540198.5
"COD",2011,44,"Both",519997.5
"COD",2011,45,"Both",499773
"COD",2011,46,"Both",479634.5
"COD",2011,47,"Both",460024.5
"COD",2011,48,"Both",441293.5
"COD",2011,49,"Both",422976.5
"COD",2011,50,"Both",405201
"COD",2011,51,"Both",388652
"COD",2011,52,"Both",372998
"COD",2011,53,"Both",357216
"COD",2011,54,"Both",341337.5
"COD",2011,55,"Both",326196.5
"COD",2011,56,"Both",311982
"COD",2011,57,"Both",298318.5
"COD",2011,58,"Both",284345
"COD",2011,59,"Both",270472.5
"COD",2011,60,"Both",257077.5
"COD",2011,61,"Both",245703
"COD",2011,62,"Both",237630
"COD",2011,63,"Both",231720.5
"COD",2011,64,"Both",223560.5
"COD",2011,65,"Both",211770.5
"COD",2011,66,"Both",198927.5
"COD",2011,67,"Both",185684.5
"COD",2011,68,"Both",172456
"COD",2011,69,"Both",159506
"COD",2011,70,"Both",147003
"COD",2011,71,"Both",134998.5
"COD",2011,72,"Both",123494
"COD",2011,73,"Both",112177
"COD",2011,74,"Both",100892
"COD",2011,75,"Both",90002.5
"COD",2011,76,"Both",79771.5
"COD",2011,77,"Both",70230
"COD",2011,78,"Both",61296.5
"COD",2011,79,"Both",52943
"COD",2011,80,"Both",45195
"COD",2011,81,"Both",38112
"COD",2011,82,"Both",31749.5
"COD",2011,83,"Both",26078
"COD",2011,84,"Both",21092.5
"COD",2011,85,"Both",16786
"COD",2011,86,"Both",13139.5
"COD",2011,87,"Both",10100
"COD",2011,88,"Both",7615.5
"COD",2011,89,"Both",5625.5
"COD",2011,90,"Both",4055.5
"COD",2011,91,"Both",2842
"COD",2011,92,"Both",1932.5
"COD",2011,93,"Both",1271
"COD",2011,94,"Both",806.5
"COD",2011,95,"Both",493
"COD",2011,96,"Both",287.5
"COD",2011,97,"Both",157.5
"COD",2011,98,"Both",79
"COD",2011,99,"Both",38
"COD",2011,100,"Both",35
"COD",2012,0,"Both",2958902.5
"COD",2012,1,"Both",2783244.5
"COD",2012,2,"Both",2648490.5
"COD",2012,3,"Both",2525796.5
"COD",2012,4,"Both",2408502
"COD",2012,5,"Both",2303462
"COD",2012,6,"Both",2201996.5
"COD",2012,7,"Both",2107838
"COD",2012,8,"Both",2031703
"COD",2012,9,"Both",1962081.5
"COD",2012,10,"Both",1890440.5
"COD",2012,11,"Both",1823014.5
"COD",2012,12,"Both",1758521
"COD",2012,13,"Both",1695189
"COD",2012,14,"Both",1652530
"COD",2012,15,"Both",1634299.5
"COD",2012,16,"Both",1606560
"COD",2012,17,"Both",1523481
"COD",2012,18,"Both",1430411.5
"COD",2012,19,"Both",1376857.5
"COD",2012,20,"Both",1332253.5
"COD",2012,21,"Both",1281835
"COD",2012,22,"Both",1233542.5
"COD",2012,23,"Both",1191612
"COD",2012,24,"Both",1150658
"COD",2012,25,"Both",1106981
"COD",2012,26,"Both",1059433.5
"COD",2012,27,"Both",1009465.5
"COD",2012,28,"Both",960205
"COD",2012,29,"Both",915195.5
"COD",2012,30,"Both",874165
"COD",2012,31,"Both",836487.5
"COD",2012,32,"Both",797602
"COD",2012,33,"Both",756182.5
"COD",2012,34,"Both",722576.5
"COD",2012,35,"Both",699994
"COD",2012,36,"Both",680413.5
"COD",2012,37,"Both",661872.5
"COD",2012,38,"Both",644419
"COD",2012,39,"Both",628054.5
"COD",2012,40,"Both",611655.5
"COD",2012,41,"Both",593635
"COD",2012,42,"Both",574646
"COD",2012,43,"Both",555655.5
"COD",2012,44,"Both",535974.5
"COD",2012,45,"Both",515817
"COD",2012,46,"Both",495630
"COD",2012,47,"Both",475505
"COD",2012,48,"Both",455870.5
"COD",2012,49,"Both",437074
"COD",2012,50,"Both",418662.5
"COD",2012,51,"Both",400781.5
"COD",2012,52,"Both",384126
"COD",2012,53,"Both",368382
"COD",2012,54,"Both",352544.5
"COD",2012,55,"Both",336635.5
"COD",2012,56,"Both",321461.5
"COD",2012,57,"Both",307190.5
"COD",2012,58,"Both",293433.5
"COD",2012,59,"Both",279338
"COD",2012,60,"Both",265096
"COD",2012,61,"Both",251535.5
"COD",2012,62,"Both",239951
"COD",2012,63,"Both",231588
"COD",2012,64,"Both",225328.5
"COD",2012,65,"Both",216877.5
"COD",2012,66,"Both",204911
"COD",2012,67,"Both",191930.5
"COD",2012,68,"Both",178575.5
"COD",2012,69,"Both",165249.5
"COD",2012,70,"Both",152212
"COD",2012,71,"Both",139642
"COD",2012,72,"Both",127598.5
"COD",2012,73,"Both",116094
"COD",2012,74,"Both",104842
"COD",2012,75,"Both",93702.5
"COD",2012,76,"Both",83014.5
"COD",2012,77,"Both",73019.5
"COD",2012,78,"Both",63742.5
"COD",2012,79,"Both",55110
"COD",2012,80,"Both",47102.5
"COD",2012,81,"Both",39749.5
"COD",2012,82,"Both",33105.5
"COD",2012,83,"Both",27213.5
"COD",2012,84,"Both",22037.5
"COD",2012,85,"Both",17558
"COD",2012,86,"Both",13749
"COD",2012,87,"Both",10575.5
"COD",2012,88,"Both",7977
"COD",2012,89,"Both",5891
"COD",2012,90,"Both",4254
"COD",2012,91,"Both",2991
"COD",2012,92,"Both",2039
"COD",2012,93,"Both",1344
"COD",2012,94,"Both",852
"COD",2012,95,"Both",517
"COD",2012,96,"Both",297.5
"COD",2012,97,"Both",160
"COD",2012,98,"Both",79.5
"COD",2012,99,"Both",35.5
"COD",2012,100,"Both",32
"COD",2013,0,"Both",3047592.5
"COD",2013,1,"Both",2890059
"COD",2013,2,"Both",2750712
"COD",2013,3,"Both",2622344.5
"COD",2013,4,"Both",2504764.5
"COD",2013,5,"Both",2391620.5
"COD",2013,6,"Both",2289903
"COD",2013,7,"Both",2191119
"COD",2013,8,"Both",2099069
"COD",2013,9,"Both",2024503.5
"COD",2013,10,"Both",1956039.5
"COD",2013,11,"Both",1885232.5
"COD",2013,12,"Both",1818370
"COD",2013,13,"Both",1754239
"COD",2013,14,"Both",1691122.5
"COD",2013,15,"Both",1648526
"COD",2013,16,"Both",1630210
"COD",2013,17,"Both",1602361
"COD",2013,18,"Both",1519346.5
"COD",2013,19,"Both",1426406.5
"COD",2013,20,"Both",1372870
"COD",2013,21,"Both",1328284
"COD",2013,22,"Both",1277945.5
"COD",2013,23,"Both",1229753.5
"COD",2013,24,"Both",1187910
"COD",2013,25,"Both",1147039
"COD",2013,26,"Both",1103447.5
"COD",2013,27,"Both",1055986.5
"COD",2013,28,"Both",1006098.5
"COD",2013,29,"Both",956901
"COD",2013,30,"Both",911927.5
"COD",2013,31,"Both",870914.5
"COD",2013,32,"Both",833244.5
"COD",2013,33,"Both",794388
"COD",2013,34,"Both",753024.5
"COD",2013,35,"Both",719432.5
"COD",2013,36,"Both",696796
"COD",2013,37,"Both",677133.5
"COD",2013,38,"Both",658489.5
"COD",2013,39,"Both",640912
"COD",2013,40,"Both",624416.5
"COD",2013,41,"Both",607896
"COD",2013,42,"Both",589791.5
"COD",2013,43,"Both",570755.5
"COD",2013,44,"Both",551747.5
"COD",2013,45,"Both",532068
"COD",2013,46,"Both",511912
"COD",2013,47,"Both",491705
"COD",2013,48,"Both",471526.5
"COD",2013,49,"Both",451803
"COD",2013,50,"Both",432885
"COD",2013,51,"Both",414345.5
"COD",2013,52,"Both",396344.5
"COD",2013,53,"Both",379586.5
"COD",2013,54,"Both",363764
"COD",2013,55,"Both",347874.5
"COD",2013,56,"Both",331924.5
"COD",2013,57,"Both",316688
"COD",2013,58,"Both",302314
"COD",2013,59,"Both",288411.5
"COD",2013,60,"Both",273939.5
"COD",2013,61,"Both",259526.5
"COD",2013,62,"Both",245779.5
"COD",2013,63,"Both",233975.5
"COD",2013,64,"Both",225319
"COD",2013,65,"Both",218706.5
"COD",2013,66,"Both",209964
"COD",2013,67,"Both",197811
"COD",2013,68,"Both",184686
"COD",2013,69,"Both",171212.5
"COD",2013,70,"Both",157789.5
"COD",2013,71,"Both",144681.5
"COD",2013,72,"Both",132075.5
"COD",2013,73,"Both",120035.5
"COD",2013,74,"Both",108582
"COD",2013,75,"Both",97445.5
"COD",2013,76,"Both",86496.5
"COD",2013,77,"Both",76054
"COD",2013,78,"Both",66336
"COD",2013,79,"Both",57366.5
"COD",2013,80,"Both",49084
"COD",2013,81,"Both",41477
"COD",2013,82,"Both",34572.5
"COD",2013,83,"Both",28417.5
"COD",2013,84,"Both",23034.5
"COD",2013,85,"Both",18379
"COD",2013,86,"Both",14412
"COD",2013,87,"Both",11094.5
"COD",2013,88,"Both",8377.5
"COD",2013,89,"Both",6193.5
"COD",2013,90,"Both",4476
"COD",2013,91,"Both",3157.5
"COD",2013,92,"Both",2163.5
"COD",2013,93,"Both",1435.5
"COD",2013,94,"Both",917
"COD",2013,95,"Both",562
"COD",2013,96,"Both",327.5
"COD",2013,97,"Both",179.5
"COD",2013,98,"Both",94
"COD",2013,99,"Both",47
"COD",2013,100,"Both",38.5
"COD",2014,0,"Both",3134242.5
"COD",2014,1,"Both",2980712.5
"COD",2014,2,"Both",2858076
"COD",2014,3,"Both",2725006.5
"COD",2014,4,"Both",2601671
"COD",2014,5,"Both",2488145
"COD",2014,6,"Both",2378294.5
"COD",2014,7,"Both",2279196.5
"COD",2014,8,"Both",2182492.5
"COD",2014,9,"Both",2092031
"COD",2014,10,"Both",2018605.5
"COD",2014,11,"Both",1950950.5
"COD",2014,12,"Both",1880724.5
"COD",2014,13,"Both",1814266.5
"COD",2014,14,"Both",1750426
"COD",2014,15,"Both",1687533.5
"COD",2014,16,"Both",1645056
"COD",2014,17,"Both",1626751
"COD",2014,18,"Both",1598913
"COD",2014,19,"Both",1516102.5
"COD",2014,20,"Both",1423427.5
"COD",2014,21,"Both",1370020.5
"COD",2014,22,"Both",1325533.5
"COD",2014,23,"Both",1275324.5
"COD",2014,24,"Both",1227245.5
"COD",2014,25,"Both",1185466.5
"COD",2014,26,"Both",1144628.5
"COD",2014,27,"Both",1101052.5
"COD",2014,28,"Both",1053599
"COD",2014,29,"Both",1003709
"COD",2014,30,"Both",954500
"COD",2014,31,"Both",909495.5
"COD",2014,32,"Both",868441
"COD",2014,33,"Both",830727
"COD",2014,34,"Both",791847
"COD",2014,35,"Both",750480.5
"COD",2014,36,"Both",716844
"COD",2014,37,"Both",694091
"COD",2014,38,"Both",674283
"COD",2014,39,"Both",655476
"COD",2014,40,"Both",637731.5
"COD",2014,41,"Both",621073.5
"COD",2014,42,"Both",604419
"COD",2014,43,"Both",586225.5
"COD",2014,44,"Both",567138
"COD",2014,45,"Both",548094.5
"COD",2014,46,"Both",528383
"COD",2014,47,"Both",508177
"COD",2014,48,"Both",487889
"COD",2014,49,"Both",467597
"COD",2014,50,"Both",447733
"COD",2014,51,"Both",428665
"COD",2014,52,"Both",409987
"COD",2014,53,"Both",391877.5
"COD",2014,54,"Both",375034.5
"COD",2014,55,"Both",359142.5
"COD",2014,56,"Both",343194.5
"COD",2014,57,"Both",327178
"COD",2014,58,"Both",311836.5
"COD",2014,59,"Both",297309.5
"COD",2014,60,"Both",283054.5
"COD",2014,61,"Both",268392
"COD",2014,62,"Both",253785
"COD",2014,63,"Both",239844.5
"COD",2014,64,"Both",227821.5
"COD",2014,65,"Both",218873.5
"COD",2014,66,"Both",211903.5
"COD",2014,67,"Both",202857.5
"COD",2014,68,"Both",190508.5
"COD",2014,69,"Both",177231.5
"COD",2014,70,"Both",163639.5
"COD",2014,71,"Both",150133.5
"COD",2014,72,"Both",136986.5
"COD",2014,73,"Both",124385.5
"COD",2014,74,"Both",112399.5
"COD",2014,75,"Both",101045.5
"COD",2014,76,"Both",90068.5
"COD",2014,77,"Both",79353.5
"COD",2014,78,"Both",69194
"COD",2014,79,"Both",59794
"COD",2014,80,"Both",51180
"COD",2014,81,"Both",43299.5
"COD",2014,82,"Both",36145.5
"COD",2014,83,"Both",29739.5
"COD",2014,84,"Both",24110
"COD",2014,85,"Both",19259.5
"COD",2014,86,"Both",15130
"COD",2014,87,"Both",11667
"COD",2014,88,"Both",8821.5
"COD",2014,89,"Both",6533
"COD",2014,90,"Both",4730.5
"COD",2014,91,"Both",3344.5
"COD",2014,92,"Both",2305
"COD",2014,93,"Both",1542
"COD",2014,94,"Both",997
"COD",2014,95,"Both",621.5
"COD",2014,96,"Both",372.5
"COD",2014,97,"Both",212.5
"COD",2014,98,"Both",116
"COD",2014,99,"Both",61.5
"COD",2014,100,"Both",53
"COD",2015,0,"Both",3225344
"COD",2015,1,"Both",3068492.5
"COD",2015,2,"Both",2948853
"COD",2015,3,"Both",2832080
"COD",2015,4,"Both",2703943
"COD",2015,5,"Both",2584629
"COD",2015,6,"Both",2474377
"COD",2015,7,"Both",2367202
"COD",2015,8,"Both",2270214
"COD",2015,9,"Both",2175151.5
"COD",2015,10,"Both",2085908.5
"COD",2015,11,"Both",2013314
"COD",2015,12,"Both",1946208
"COD",2015,13,"Both",1876331.5
"COD",2015,14,"Both",1810061.5
"COD",2015,15,"Both",1746292
"COD",2015,16,"Both",1683391
"COD",2015,17,"Both",1640806
"COD",2015,18,"Both",1622290.5
"COD",2015,19,"Both",1594273
"COD",2015,20,"Both",1511531
"COD",2015,21,"Both",1419031
"COD",2015,22,"Both",1365688.5
"COD",2015,23,"Both",1321267.5
"COD",2015,24,"Both",1271173.5
"COD",2015,25,"Both",1223204.5
"COD",2015,26,"Both",1181500.5
"COD",2015,27,"Both",1140716.5
"COD",2015,28,"Both",1097188.5
"COD",2015,29,"Both",1049786.5
"COD",2015,30,"Both",999958.5
"COD",2015,31,"Both",950810.5
"COD",2015,32,"Both",905856.5
"COD",2015,33,"Both",864845
"COD",2015,34,"Both",827165.5
"COD",2015,35,"Both",788331
"COD",2015,36,"Both",747023.5
"COD",2015,37,"Both",713388.5
"COD",2015,38,"Both",690559.5
"COD",2015,39,"Both",670643.5
"COD",2015,40,"Both",651719.5
"COD",2015,41,"Both",633861
"COD",2015,42,"Both",617106
"COD",2015,43,"Both",600384.5
"COD",2015,44,"Both",582163
"COD",2015,45,"Both",563067.5
"COD",2015,46,"Both",544010.5
"COD",2015,47,"Both",524266.5
"COD",2015,48,"Both",503995.5
"COD",2015,49,"Both",483607
"COD",2015,50,"Both",463190
"COD",2015,51,"Both",443190.5
"COD",2015,52,"Both",423997
"COD",2015,53,"Both",405223.5
"COD",2015,54,"Both",387050.5
"COD",2015,55,"Both",370157
"COD",2015,56,"Both",354211.5
"COD",2015,57,"Both",338200.5
"COD",2015,58,"Both",322090
"COD",2015,59,"Both",306609.5
"COD",2015,60,"Both",291815
"COD",2015,61,"Both",277351.5
"COD",2015,62,"Both",262484
"COD",2015,63,"Both",247687
"COD",2015,64,"Both",233564.5
"COD",2015,65,"Both",221337.5
"COD",2015,66,"Both",212102
"COD",2015,67,"Both",204767.5
"COD",2015,68,"Both",195407.5
"COD",2015,69,"Both",182858
"COD",2015,70,"Both",169431
"COD",2015,71,"Both",155739
"COD",2015,72,"Both",142186.5
"COD",2015,73,"Both",129049
"COD",2015,74,"Both",116510
"COD",2015,75,"Both",104632.5
"COD",2015,76,"Both",93429
"COD",2015,77,"Both",82660
"COD",2015,78,"Both",72223
"COD",2015,79,"Both",62394.5
"COD",2015,80,"Both",53368
"COD",2015,81,"Both",45167.5
"COD",2015,82,"Both",37750
"COD",2015,83,"Both",31106.5
"COD",2015,84,"Both",25243
"COD",2015,85,"Both",20167.5
"COD",2015,86,"Both",15861
"COD",2015,87,"Both",12252
"COD",2015,88,"Both",9279
"COD",2015,89,"Both",6880
"COD",2015,90,"Both",4989.5
"COD",2015,91,"Both",3533.5
"COD",2015,92,"Both",2440
"COD",2015,93,"Both",1639.5
"COD",2015,94,"Both",1069.5
"COD",2015,95,"Both",673.5
"COD",2015,96,"Both",408.5
"COD",2015,97,"Both",239
"COD",2015,98,"Both",134
"COD",2015,99,"Both",72
"COD",2015,100,"Both",68
"COD",2016,0,"Both",3319224
"COD",2016,1,"Both",3162112
"COD",2016,2,"Both",3038061
"COD",2016,3,"Both",2923829
"COD",2016,4,"Both",2811559
"COD",2016,5,"Both",2687279
"COD",2016,6,"Both",2571137
"COD",2016,7,"Both",2463475
"COD",2016,8,"Both",2358387.5
"COD",2016,9,"Both",2263007
